AuthorNames,FoSNames,Year,DocType,DisplayName,Doi,OriginalTitle
Jolien W. Roos – Hesselink; Palwasha Mokhles; Annemien E. van den Bosch; Titia P.E. Ruys; Ron T. van Domburg; Marcel L. Geleijnse; Floris Kauer; Jackie S. McGhie,medicine; heart disease; cardiology; reproducibility; radiology; internal medicine; repeatability; speckle tracking echocardiography; ventricle; speckle pattern,2013,Journal,Echocardiography-a Journal of Cardiovascular Ultrasound and Allied Techniques,10.1111/echo.12172,Feasibility and Observer Reproducibility of Speckle Tracking Echocardiography in Congenital Heart Disease Patients
David Chavalarias,knowledge management; publish or perish; publication; science policy; computer science; reproducibility; social dynamics; data mining; distributed knowledge; management science,2017,Journal,Scientometrics,10.1007/s11192-016-2109-9,What's wrong with Science?
M. Florio; F. Girard; M. Battuello,eutectic system; reproducibility; radiation; phase transition; physical chemistry; inflection point; physics; analytical chemistry; repeatability; thermometer; graphite,2010,Journal,International Journal of Thermophysics,10.1007/s10765-010-0859-9,Use of Different Furnaces to Study Repeatability and Reproducibility of Three Pd-C Cells
Victoria C. Stodden,mathematical software; computer science; software; distributed computing; supercomputer; transparency; reproducibility; workflow,2015,Conference,NA,NA,Reproducibility in High Performance Computing
Marcus R. Munafò,medicine; clinical psychology; reproducibility; addiction; psychiatry,2017,Journal,Addiction,10.1111/add.13853,Promoting reproducibility in addiction research
Jeffrey S Mogil,reproducibility; pathology; medicine,2017,Journal,Lab Animal,10.1038/laban.1223,Laboratory environmental factors and pain behavior: the relevance of unknown unknowns to reproducibility and translation
Akash Sharma; Philippe Chiron; Nicolas Reina; Laurent Maubisson; David Ancelin; Régis Pailhé; Etienne Cavaignac,surgery; implant; radiology; hip resurfacing; reproducibility; medicine; arthroplasty,2014,Journal,European Journal of Orthopaedic Surgery and Traumatology,10.1007/s00590-013-1218-x,Reproducibility of radiographic assessment of femoral implant position after hip resurfacing arthroplasty: a pilot study
So-Mi Nah,fantasy; realism; art; magic realism; humanities; reproducibility; visualization,2016,Journal,NA,10.14400/JDC.2016.14.12.495,The Fantastic Realism (Magic Realism) representation on film Visualization research: The boundaries of Fantasy and reproducibility of Images
Travis DeSa; Jeremy D. Collins; James Carr; Kai Lin; Michael Markl,cardiology; radiology; reproducibility; breathing; medicine; internal medicine; perfusion; angiology,2016,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-18-S1-W32,Inter-study reproducibility of cardiac MRI in free breathing patients at rest for the evaluation of regional myocardial perfusion
Angie Lai; Taigang He; Suporn Chuncharunee; Michael Roughton; Paul Kirk; Gildo Matta; Dudley J. Pennell; Winnie C.W. Chu; Ru San Tan; Wynnie W.M. Lam; Kevin K’o Wen Chen; David N. Firmin; Mark A. Fogel; Lisa J. Anderson; Suthat Fucharoen; Ivy Ng; Mark A. Tanner; Sutipong Jongjirasiri; Jiraporn Laothamata; Wing Y. Au; Godfrey Chi-Fung Chan; Gillian Smith; Alan R. Cohen; Renzo Galanello,radiology; magnetic resonance imaging; siderosis; nuclear medicine; cardiomyopathy; pathology; medicine; reproducibility,2010,Journal,Journal of Magnetic Resonance Imaging,10.1002/jmri.22245,International reproducibility of single breathhold T2* MR for cardiac and liver iron assessment among five thalassemia centers.
Banks David,computer science; reproducibility; data science; scientific method; data mining,2011,Journal,"Statistics, Politics, and Policy",10.2202/2151-7509.1023,Reproducible Research: A Range of Response
Kelvin Chow; Keigo Kawaji; Richard B. Thompson; Warren J. Manning; Sebastian Weingärtner; Sophie Berg; Murilo Foppa; Kraig V. Kissinger; Beth Goddu; Peter Kellman; Reza Nezafat; Sébastien Roujol,reproducibility; radiology; medicine,2014,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-16-S1-O26,"Accuracy and reproducibility of four T1 mapping sequences: a head-to-head comparison of MOLLI, ShMOLLI, SASHA, and SAPPHIRE"
Siamak Sabour,medical physics; scheimpflug principle; pathology; medicine; reproducibility; theoretical physics,2015,Journal,Cornea,10.1097/ICO.0000000000000401,Reproducibility of dynamic Scheimpflug-based pneumotonometer and its correlation with a dynamic bidirectional pneumotonometry device: methodological issues.
Magdalena Radosz; Anna Kasicka-Jonderko; Barbara Błońska-Fajfrowska; Karolina Szostak; Krzysztof Jonderko; Mał gorzata Bożek; Magdalena Kamińska,radiochemistry; breath test; chemistry; diabetes mellitus; reproducibility,2013,Journal,Isotopes in Environmental and Health Studies,10.1080/10256016.2013.750244,Reproducibility of two 13CO2 breath tests dedicated to assess pancreatic exocrine function
Masaaki Sato; Akihiro Aoyama; Hiroshi Date; Ryuta Fukai; Kota Imashimizu; Noritaka Isowa; Atsushi Kitamura; Yasuo Sekine; Fumiaki Watanabe; Hiroaki Sakai; Shinji Kosaka; Masaki Ikeda; Masashi Kobayashi; Taiji Kuwata; Kazuhiro Nagayama; Terumoto Koike; Jun Nakajima; Kenji Misawa; Keiji Yamanashi; S. Hirayama,reproducibility; internal medicine; radiology; cardiology; medicine; lung,2017,Journal,European Journal of Cardio-Thoracic Surgery,10.1093/ejcts/ezw395,Safety and reproducibility of virtual-assisted lung mapping: a multicentre study in Japan†
Daniel Benjamin; David R. Mandel; Jonathan Kimmelman,cancer; optimism; reproducibility project; biology; reproducibility; genetics; data mining,2017,Journal,PLOS Biology,10.1371/journal.pbio.2002212,Can cancer researchers accurately judge whether preclinical reports will reproduce
Markus Rabe; Jason Liu; Adelinde M. Uhrmacher; Sally C. Brailsford; Andreas Tolk,simulation; scientific method; source code; documentation; reproducibility; systems engineering; computer science; data modeling; modeling and simulation; discrete event simulation,2016,Conference,NA,10.1109/WSC.2016.7822185,Panel — Reproducible research in discrete event simulation — A must or rather a maybe?
Jean Sebastien Steffen; Wafa Skalli; Jean Marc Vital; Brice Ilharreborde; Ibrahim Obeid; Keyvan Mazda; Eric Nectoux,reproducibility; physical therapy; medicine; surgery; scoliosis,2011,Journal,Spine,10.1097/BRS.0b013e3182293548,Angle measurement reproducibility using EOS three-dimensional reconstructions in adolescent idiopathic scoliosis treated by posterior instrumentation.
Hye Seon Shin; Ok Hee Woo,shear; pathology; radiology; medicine; reproducibility; elastography,2017,Journal,Ultrasound in Medicine and Biology,10.1016/j.ultrasmedbio.2017.08.1279,Reproducibility and Diagnostic Performance of Shear Wave Elastography in Evaluating Breast Solid Mass
Stavroula Kousta,reproducibility; materials science; analytical chemistry,2017,Journal,Nature Human Behaviour,10.1038/s41562-017-0101,Reproducibility: Power failure
Bhupinder Bhullar,scientific method; computer science; reproducibility; data mining,2016,Journal,NA,10.18063/APM.2016.02.006,The research data reproducibility problem solicits a 21st century solution
Teresa Pellegrino; Mario Petretta; Pasquale Perrone-Filardi; Carmine di Nuzzo; Alberto Cuocolo; Antonio Boemio; Maria Piera Petretta; Stefania Paolillo; Raffaella Carotenuto; Serena De Luca,observer; medicine; reproducibility; radiology; single photon emission computed tomography; medical physics; cardiac imaging; heart failure,2013,Journal,European Journal of Nuclear Medicine and Molecular Imaging,10.1007/s00259-013-2461-4,Observer reproducibility of results from a low-dose 123I-metaiodobenzylguanidine cardiac imaging protocol in patients with heart failure
William Gunn,computer science; reproducibility; information retrieval,2014,Journal,Nature,10.1038/505483b,Reproducibility: Fraud is not the big problem
Kai Lin; Michael Markl; Craig B. Langman; Jeremy D. Collins; James Carr; Eileen Hu-Wang; Haimanot Wasse,ejection fraction; radiology; cardiac function curve; internal medicine; angiology; deformation; medicine; intraclass correlation; cardiology; reproducibility,2016,Journal,Journal of Cardiovascular Magnetic Resonance,10.1186/1532-429X-18-S1-P17,The reproducibility of heart Deformation Analysis for the evaluation of global cardiac function
R. Milani; Francesco Raspagliesi; Robert Fruscio; G. Bogani; I. B. Pereira; Valentina Chiappa,endometrial cancer; medicine; radiology; reproducibility; obstetrics,2015,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.15307,OP22.02: Tumor volume calculation with VOCAL software in endometrial cancer patients: a reproducibility study
Ammer Kurt,biological engineering; medicine; analytical chemistry; reproducibility,2015,BookChapter,NA,10.1088/978-0-7503-1143-4ch2,The reproducibility of standard positions used for image capturing within the standard protocol for thermal imaging
Lisa Heesen; W.F. Pellikaan; Guido Bosch; W.H. Hendriks; Karine de Melo Santos; J.W. Cone,fermentation; analytical chemistry; repeatability; diabetes mellitus; medicine; reproducibility,2017,Journal,Journal of Nutritional Science,10.1017/jns.2017.22,Evaluation of an in vitro fibre fermentation method using feline faecal inocula: repeatability and reproducibility
A. Heginbotham; V. A. Solé,nuclear magnetic resonance; geology; copper; reproducibility,2017,Journal,Archaeometry,10.1111/arcm.12282,"CHARMed PyMca, Part I: A Protocol for Improved Inter-laboratory Reproducibility in the Quantitative ED-XRF Analysis of Copper Alloys: CHARMed PyMca, Part 1"
Dena J. Fischer; Laura J. Hsu; Gallya Gannot; Mary A. Cutting,reproducibility; pathology; clinical research; basic science; drug development; rigour; transparency; biological engineering; biomedical sciences; medicine; alternative medicine,2017,Journal,Oral Diseases,10.1111/odi.12588,Reproducibility and transparency in biomedical sciences
Richard L. Baron,reproducibility; subspecialty; interpreter; internal medicine; radiology; medicine,2014,Journal,Radiology,10.1148/radiol.14140613,The Radiologist as Interpreter and Translator
Iris Burck; N Naguib; Hanns Ackermann; Ahmed Emam; Tatjana Gruber-Rouh; Marc Harth; Nour-Eldin A. Nour-Eldin; Renate Hammersting; Benjamin Kaltenbach; Thomas J. Vog,inner ear; medicine; radiology; reproducibility,2017,Journal,Current Medical Imaging Reviews,10.2174/1573405613666170331104444,Reproducibility of Volumetric Assessment of the Inner Ear Using Three Dimensional Reconstruction of the High Resolution MR Sequence
Simon Schröder; Achim Langenbucher; Ekaterina Chashchina; E Janunts; Alan Cayless,radiology; reproducibility; medicine; pupil; diabetes mellitus,2017,Journal,European Journal of Ophthalmology,10.5301/ejo.5001027,Reproducibility and normal values of static pupil diameters
Andrew Jermy,medicine; medical research; physiology; bacteriology; reproducibility,2017,Journal,Nature,10.1038/545028a,Medical Research: Pitching the big tent of modern microbiology
J. Strakova; Josef Bednarik; S. Kincova; I. Srotova; Eva Vlčková,psychology; anesthesia; neuropathic pain; reproducibility; threshold of pain; sensory threshold,2016,Journal,Clinical Neurophysiology,10.1016/j.clinph.2015.11.188,ID 324 – Reproducibility of QST protocol
D. Fuller; W. Hasan,analytical chemistry; computer science; reproducibility,2014,Conference,NA,10.14332/svc13.proc.0974,"Run-To-Run Reproducibility of Batch Coaters, A Case Study"
Timothy Gardner,reproducibility; political science; denial; credibility; scientific enterprise; distress; public relations,2014,Journal,Science,10.1126/science.1259740,A swan in the making
Ladina Bezzola Lambert,analytical chemistry; materials science; reproducibility,2016,BookChapter,NA,10.1002/9781118865064.ch23,Repetition with a Difference: Reproducibility in Literature Studies
A. Petrie; P. F. Watson,endocrinology; internal medicine; biology; categorical variable; repeatability; sample size determination; statistics; reproducibility,2010,Journal,Theriogenology,10.1016/j.theriogenology.2010.01.003,Method agreement analysis: A review of correct methodology
Sarah Webb,biology; basic science; reproducibility; computational biology; genetics,2015,Journal,BioTechniques,10.2144/000114314,SUPPORTING MORE RELIABLE RESULTS.
József Simon; Attila Felinger,high performance liquid chromatography; two dimensional correlation analysis; repeatability; gel permeation chromatography; chromatography; chemistry; principal component analysis; analytical chemistry; spectroscopy; reproducibility,2015,Journal,Journal of Chromatography A,10.1016/j.chroma.2015.01.058,Two-dimensional correlation analysis of the reproducibility of high-performance liquid chromatography columns
Mio Suzuki; Tetsuo Yai; Kei Miyanoue,embedded system; simulation; cycling; engineering; reproducibility,2016,Journal,Ergonomics,10.5100/jje.52.81,An Examination of Reproducibility of Steering and Running Speed on Cycling Simulator
Christoph Müller; Daniela Busch; Ludger Grünhage; Claudia Kammann,chemistry; reproducibility; environmental chemistry,2012,Journal,Journal of Environmental Quality,10.2134/jeq2011.0122,Simple Biotoxicity Tests for Evaluation of Carbonaceous Soil Additives: Establishment and Reproducibility of Four Test Procedures
Francisco Pereira; Aaron Schurger; Jonathan D. Cohen; Anne Treisman,encoding; pattern recognition; perception; signal to noise ratio; artificial intelligence; psychology; brain activity and meditation; brain; reproducibility; stimulus,2010,Journal,Science,10.1126/science.1180029,Reproducibility Distinguishes Conscious from Nonconscious Neural Representations
Oana Mirea; Jürgen Duchenne; Jens-Uwe Voigt; E.D. Pagourelias; S. Unlu,reproducibility; internal medicine; cardiology; medicine,2017,Journal,European Heart Journal,10.1093/eurheartj/ehx493.P6125,P6125Feasibility and reproducibility of segmental longitudinal strain measurements from different myocardial layers
Wolfgang Wiechert; Stephan Noack,biological data; reproducibility; experimental data; systematic error; metabolomics; imaging phantom; biology; bioinformatics,2014,Journal,Trends in Biotechnology,10.1016/j.tibtech.2014.03.006,Quantitative metabolomics: a phantom?
Susanne Svalling; Thomas Levin Klausen; Sune Høgild Keller; Adam E. Hansen; Björn Jakoby,siemens; nuclear medicine; calibration; medical physics; reproducibility; imaging phantom; computer science,2015,Journal,EJNMMI Physics,10.1186/2197-7364-2-S1-A28,"Cross calibration of the Siemens mMR: easily acquired accurate PET phantom measurements, long term stability and reproducibility."
Mehmet Ali Ozturk; Asli Baysal; Tancan Uysal; Ahmet Oguz Sahan,orthodontics; reproducibility; soft tissue; medicine; cursor; surgery; intraclass correlation; repeatability; statistics,2016,Journal,Angle Orthodontist,10.2319/120715-833.1,Reproducibility and reliability of three-dimensional soft tissue landmark identification using three-dimensional stereophotogrammetry.
B. J. Voskamp; M. Weber; M. H. Emanuel,medicine; radiology; reproducibility; pathology,2011,Journal,Ultrasound in Obstetrics & Gynecology,10.1002/uog.9332,OP08.02: The reproducibility of three methods to evaluate the volume of intracavitary structures/abnormalities using 3D gel instillation sonohysterography (GIS)
K Kim; Hyo-Il Jung; Young Hoon Ji; Myungshin Kim; S Lee; K Son; Sung Wook Shin; H. Lee,nuclear medicine; government; normalization; dosimetry; reproducibility; physics; dosimeter; dose profile,2011,Journal,Medical Physics,10.1118/1.3612219,SU‐E‐T‐268: The Evaluation of Dosimetric Characteristic of Radiophotoluminescent Glass Dosimeter According to Reading Methods of Reader
Özkan Özay; Fatih Oz; Reşat Aydın; Selma Metintas,reproducibility; nursing; medicine; turkish,2016,Journal,Eastern Mediterranean Health Journal,10.26719/2016.22.10.735,Turkish version of the SPAN questionnaire for high-school students: reproducibility and validity
Jan-Frederik Güth; Kurt Erdelt; Michael Stimmelmayr; Daniel Edelhoff; Florian Beuer,reproducibility; implant; systematic error; orthodontics; medicine; dentistry,2012,Journal,Clinical Oral Investigations,10.1007/s00784-011-0564-5,Digital evaluation of the reproducibility of implant scanbody fit—an in vitro study
Hervé Reychler; Raphael Olszewski; T. Dontaine; R. Khonsari; Francis Zech,radiology; pathology; cephalometric analysis; reproducibility; medicine; cone beam computed tomography,2013,Journal,International Journal of Oral and Maxillofacial Surgery,10.1016/j.ijom.2013.07.295,Reproducibility of three-dimensional mandibular cephalometric analysis using cone beam computed tomography
Massimo Canevacci,uncanny; art history; reproducibility; subjectivity; aura; philosophy; aesthetics,2013,Journal,NA,10.5216/vis.v10i2.26548,"Ubiquidade etnográfica: original fake, codex expandido, sujeito transurbano, manequim performática - DOI 10.5216/vis.v10i2.26548"
Hao Chen; Jian Zhang; Zuopao Zhuo; Xinjie Mao; Qinmei Wang; Giacomo Savini; Jinhai Huang; Yifan Feng,scheimpflug principle; keratometer; coefficient of variation; reproducibility; standard deviation; optics; intraclass correlation; repeatability; medicine,2013,Journal,Journal of Cataract and Refractive Surgery,10.1016/j.jcrs.2013.04.029,"Repeatability, reproducibility, and agreement of corneal power measurements obtained with a new corneal topographer"
P Hurst; L Board,time trial; reproducibility; correlation coefficient; physical therapy; coefficient of variation; medicine; ecological validity,2013,Journal,British Journal of Sports Medicine,10.1136/bjsports-2013-093073.14,REPRODUCIBILITY OF OUTDOOR 5 KM RUNNING TIME-TRIAL IN A COMPETITIVE ENVIRONMENT
Paul Bonnevialle; A. Moine; N. Sans; A. Ponsot; M. Lecoq; P. Mansat; Nicolas Bonnevialle; Etienne Cavaignac,reproducibility; surgery; medicine; observational study; computed tomography; radiology,2013,Journal,Orthopaedics & Traumatology-surgery & Research,10.1016/j.otsr.2012.09.019,CT scan does not improve the reproducibility of trochanteric fracture classification: A prospective observational study of 53 cases
Anna Kasicka-Jonderko; Barbara Błońska-Fajfrowska; Krzysztof Jonderko; Anna Nita; Magdalena Kamińska,breath test; medicine; coefficient of variation; stimulation; reproducibility; diabetes mellitus,2011,Journal,World Journal of Gastroenterology,10.3748/wjg.v17.i45.4979,13C-methacetin breath test reproducibility study reveals persistent CYP1A2 stimulation on repeat examinations
E. Cabezas; C. Martínez-Payo; L. San Frutos; Virginia Engels; Tirso Pérez-Medina; A. Royuela,medicine; reproducibility; obstetrics,2016,Journal,European Journal of Obstetrics & Gynecology and Reproductive Biology,10.1016/j.ejogrb.2016.07.482,WITHDRAWN: Response from original author: Reproducibility of first trimester three-dimensional placental measurements; a methodological issue.
Jorge Payá; F. Bosholm; J.M. Corberán; M. Gamarra; A. López-Navarro,physics; heat transfer; thermal energy storage; reproducibility; latent heat; thermal power station; thermodynamics,2016,Journal,International Journal of Refrigeration-revue Internationale Du Froid,10.1016/j.ijrefrig.2015.10.016,Reproducibility of solidification and melting processes in a latent heat thermal storage tank
P. Colleoni; M. Fortunato; S. Andreoli; C. Bianchi; A. Gambirasio,medical physics; medicine; reproducibility,2016,Journal,Physica Medica,10.1016/j.ejmp.2016.01.088,A.84 - Long period accuracy and reproducibility of MLC leaves position acquired in a daily QA program using EPID images
Ewald M. Bronkhorst; Anne Marie Kuijpers-Jagtman; Olivier de Waard; Karel Hero Breuning; Piotr Fudalej; Frits A. Rangel,random error; observational error; computed tomography; intraclass correlation; medicine; reproducibility; cone beam computed tomography; dentistry,2014,Journal,American Journal of Orthodontics and Dentofacial Orthopedics,10.1016/j.ajodo.2014.05.026,Reproducibility and accuracy of linear measurements on dental models derived from cone-beam computed tomography compared with digital dental casts
Stefan Geißler; Martina Zitterbart; Amr Rizk; Matthias Flittner; Thomas Zinner; Robert Bauer,management science; data mining; reproducibility; computer science,2017,Conference,NA,10.1145/3097766.3097770,Taming the Complexity of Artifact Reproducibility
Ryuichiro Kizu; Toru Endo; Takaaki Shigematsu; Masatoshi Maekawa,climatology; geology; reproducibility; thermal; regional ocean modeling system,2012,Journal,Journal of Japan Society of Civil Engineers,10.2208/kaigan.68.I_941,A Study on Reproducibility of Thermal Stratification Using the Regional Ocean Modeling System
Shirley V. Wang; Amanda R. Patrick; Dorothee B. Bartels; Jeremy A. Rassen; Elizabeth M. Garry; Patrice Verpillat,reproducibility; medicine; association; database; cohort study; health care; transparency; design elements and principles; observational study,2016,Journal,Clinical Pharmacology & Therapeutics,10.1002/cpt.329,Transparency and Reproducibility of Observational Cohort Studies Using Large Healthcare Databases.
Lee-Ann C. Hayek; Brent Wilson,ecology; ontology; environmental science; reproducibility; environmental resource management,2014,Journal,NA,10.9784/LEB2(1)Wilson.01,Ontology Confounds Reproducibility in Ecology and Climate Science
A. Fukazawa; Keiichiro Koiwai; Masumi Kadoya; K. Sakai; A. Shinoda; H. Matsushita; T. Ozawa,medicine; reproducibility; radiology; medical physics; radiation therapy,2017,Journal,Radiotherapy and Oncology,10.1016/S0167-8140(17)32174-6,EP-1811: Aligning the chest with a couch improved reproducibility in radiotherapy for head and neck cancers
Giovanni Di Leo,need to know; computer science; clinical practice; modalities; basic science; data mining; reproducibility; categorical variable; clinical significance; versa,2011,Journal,wjm,10.5662/wjm.v1.i1.12,Challenges in estimating reproducibility of imaging modalities
L.A. Corkan; Shara D. Rice; Jamie M. Heinzman,computer science; analytical chemistry; reproducibility; throughput,2010,Journal,Journal of Laboratory Automation,10.1016/j.jala.2009.08.010,"Robotic Liquid Handlers and Semiautomated Cell Quantification Systems Increase Consistency and Reproducibility in High-Throughput, Cell-Based Assay"
Shinichi Okuyama; Kunihiro Osabe; Nobuo Kuwabara; Hidenori Muramatsu,reproducibility; electrical engineering; focused impedance measurement; electronic engineering; engineering; electrical impedance,2015,Conference,NA,10.1109/APEMC.2015.7175243,Improvement of radiated emission measurement reproducibility with VHF-LISN obtained from final results of international inter-laboratory comparison on termination control of power line
R.P. van Oort; L. Blokland; M. A. Stokman; Harry Reintsema; P. C. F. Borsboom,color difference; medicine; meter; orthodontics; surgery; analytical chemistry; reproducibility,2013,Journal,The Journal of Indian Prosthodontic Society,10.1007/s13191-013-0291-5,The Reproducibility and Applicability of an EFD(®) Dispenser in the Prosthetic Technology of Maxillofacial Prostheses.
Keiichi Ishihara; Naoto Takahashi; Takeshi Tomiyama; Shin-ichiro Kumita; Masaya Suda; Keiichi Matsumoto; Minoru Sakurai; Masahisa Onoguchi,radiology; internal medicine; time of flight; coronary flow reserve; blood flow; reproducibility; medicine; cardiology,2016,Journal,Journal of Nuclear Cardiology,10.1007/s12350-015-0074-y,The reproducibility of time-of-flight PET and conventional PET for the quantification of myocardial blood flow and coronary flow reserve with 13 N-ammonia
Jean-Luc Cracowski; Matthieu Roustit,blood flow; reproducibility; biology; radiology; diabetes mellitus,2012,Journal,Microvascular Research,10.1016/j.mvr.2011.12.002,Reproducibility of LDF blood flow measurements: dynamical characterization versus averaging. A response to the letter from Stefanovska.
I.V. Vachkov; S.N. Vachkova,psychology; applied psychology; social psychology; reproducibility,2016,Journal,Cultural-Historical Psychology,10.17759/chp.2016120110,Reproducibility of Psychological Experiments as a Problem of Post-Nonclassical Science
Sara Bianchi; Stefano Vercelli; Elisabetta Bravini; Sara Rossetti; Giorgio Ferriero; Francesco Sartorio; Valeria Stissi; Matteo Ciceri,observer; reproducibility; medicine; construct validity; surgery; cronbach s alpha,2017,Journal,International Wound Journal,10.1111/iwj.12795,"Cross-cultural adaptation, reproducibility and validation of the Italian version of the Patient and Observer Scar Assessment Scale (POSAS)"
Carmen Jenny; Hans Ulrich Bucher; Ivo Trajkovic; Martin Wolf; Jean-Claude Fauchère; Martin Biallas,reproducibility; medicine; optical imaging; hypoxemia; surgery; oxygen saturation; analytical chemistry; nuclear magnetic resonance; near infrared spectroscopy,2011,Journal,Journal of Biomedical Optics,10.1117/1.3622756,Reproducibility of cerebral tissue oxygen saturation measurements by near-infrared spectroscopy in newborn infants
Metin Canbal; İbrahim F. Hepşen; Emre Güler; Zeynel Arslanyılmaz; Ramazan Yagci; Zeynep Altıparmak,repeatability; ophthalmology; reproducibility; medicine; surgery; scheimpflug principle; spectrum analyzer; radiology,2015,Journal,Türk Oftalmoloji Dergisi,10.4274/tjo.16768,Repeatability and Reproducibility of Anterior Segment Measurements in Normal Eyes Using Dual Scheimpflug Analyzer.
K D Batista Chaves; Karine Wagner Butzke; H E Dias da Silveira; H L Dias da Silveira,pathology; orofacial pain; magnetic resonance imaging; medicine; temporomandibular joint; reproducibility; radiology; cohen s kappa,2010,Journal,Dentomaxillofacial Radiology,10.1259/dmfr/16076453,Evaluation of the reproducibility in the interpretation of magnetic resonance images of the temporomandibular joint
Lan-Yan Yang; Chyong-Huey Lai,reproducibility; statistics; mathematics; econometrics; biosimilar,2014,Journal,Journal of Biopharmaceutical Statistics,10.1080/10543406.2014.941989,Estimation and approximation approaches for biosimilar index based on reproducibility probability.
Chang-Gyu Kim; Cheong-Hwan Lim; Sang-Ho Lee; Beom-Hee Han; Eun-Hee Mo; In-Gyu You; Dong-Hee Hong; Sang-Hyun Han; Hong-Ryang Jung; Chong-Yeal Kim,engineering; license; reproducibility; electrical engineering; performance management; x ray; reliability engineering; radiation,2014,Journal,NA,10.14400/JDC.2014.12.2.555,Evaluation of the Reproducibility of Radiation Output from Diagnostic X-ray Equipment(Standards Based on IEC 60601-2-54)
Jin hai Xu; Wen Mo; Jun ming Ma; Xue qun Wu; Yan qi Feng; Zheng yi Tong; Jie Ye; Xiao li Xu; Yin jie Yan; Hong bo Wang; Meng chen Yin; Ye Xia; Xue fei Yuan; Tao Wang,clinical practice; medicine; ankle; orthopedic surgery; alpha; lauge hansen classification; reproducibility; cronbach s alpha; physical therapy; surgery,2015,Journal,Orthopedics,10.3928/01477447-20150701-62,Evaluating the Reliability and Reproducibility of the AO and Lauge-Hansen Classification Systems for Ankle Injuries.
Corina Pienar; Diana Gherhardt; Oana Belei; Ioan Sporea; Alina Popescu; Puiu Iulian Velea,shear; elastography; radiology; medicine; reproducibility,2017,Journal,Ultrasound in Medicine and Biology,10.1016/j.ultrasmedbio.2017.08.1265,Intraobserver Reproducibility of Two- Dimensional Shear Wave Elastography in Children
Zhiping Tang; Zhouyue Li; Ying Mei; Xiao Yang,repeatability; intraclass correlation; statistics; roundness; orthokeratology; reproducibility; shape analysis; trial registration; surgery; medicine,2016,Journal,Journal of Ophthalmology,10.1155/2016/1732476,Repeatability and Reproducibility of Quantitative Corneal Shape Analysis after Orthokeratology Treatment Using Image-Pro Plus Software
Sonya Loberger; Jacob Goldfinger; Inês de Castro Dutra; John Yin; Claire Nusbaum; Erika Freiberg; Samantha Pietenpol; Richard M. Kliman; Yazeed Sabri; Nathan Fregien; Katherine S. Scheuer; Jocelyn R Meyer; Erik Nolan; Vaibhav Vyas; Anthony Pietsch; Andrew Zietlow; Bret M. Hanlon; Rodrigo Smith; Cecilia L. Moog; Noah P. Waters; Arezoo Movaghar; Brian McLoone; Christine G. Javid; Sarah L. Atzen; Ayalew Mentewab; Morgaine Gilchrist-Scott; Ivan Pereda-Zorrilla; Dave Sescleifer; Seth A. Keel; Jerdon W Dresel; Laurence Loewe; Alyssa Hotz; Michael C. Ferris; Martha Loewe; Ben Liblit,executable; artificial intelligence; biology; big data; backward compatibility; natural language processing; synonym; debugging; reproducibility; immunology; compiler; syntax,2017,Journal,Annals of the New York Academy of Sciences,10.1111/nyas.13192,Evolvix BEST Names for semantic reproducibility across code2brain interfaces
Reiner Biffar; Christian Schwahn; Silvia Soehnel; Katrin Hegenscheid; Thomas Klinke; Stefanie Samietz; Mohammad Habes; Amro Daboul; Grit Schaffner; Ralf Puls; Ahmad Aljaghsi,mathematics; statistics; coefficient of variation; horizontal plane; correlation; reproducibility; ranging; pathology,2012,Journal,PLOS ONE,10.1371/journal.pone.0048281,Reproducibility of Frankfort Horizontal Plane on 3D Multi-Planar Reconstructed MR Images
A. Ballaminut; G. Gennaro; G. Contento,medical physics; mammography; radiology; digital mammography; pathology; medicine; reproducibility; breast cancer,2017,Journal,European Radiology,10.1007/s00330-017-4735-x,A multiparametric automatic method to monitor long-term reproducibility in digital mammography: results from a regional screening programme
Alex Asher; Valen E. Johnson; Tianying Wang; Richard D. Payne; Soutrik Mandal,econometrics; missing data; reproducibility; statistical model; statistical significance; publication bias; mathematics; statistics; bayes factor,2017,Journal,Journal of the American Statistical Association,10.1080/01621459.2016.1240079,On the Reproducibility of Psychological Science
Ahmed S. Abughazaleh; Todd T. Schlegel; Vito Starc,reproducibility; medicine; physical therapy; electrocardiography; heart rate,2014,Conference,NA,10.1109/ESGCO.2014.6847516,Reliability and reproducibility of advanced ECG parameters in month-to-month and year-to-year recordings in healthy subjects
K. Fischer; François Marcotte; Matthias G. Friedrich; T. Teixeira; N. Shie; F. Mongeon,medicine; internal medicine; cardiology; reproducibility,2014,Journal,Canadian Journal of Cardiology,10.1016/j.cjca.2014.07.377,ACCURACY AND REPRODUCIBILITY OF RV VOLUMES MEASUREMENTS BY CMR USING SHORT AXIS VS LONG AXIS FOUR CHAMBER VIEWS IN PATIENTS AND RV PHANTOMS
Kathleen Lohr; Edo Pellizzari; Darryl Creel; Alan Blatecky,semantics; computer science; reproducibility; information retrieval; primer,2017,Book,NA,10.3768/rtipress.2017.bk.0020.1708,Reproducibility: A primer on semantics and implications for research
