journ_id,formal_name,jfraction,subd_id
4120,Compendium On Continuing Education For The Practicing Veterinarian,1,202
4121,COMPENDIUM-CONTINUING EDUCATION FOR VETERINARIANS,1,202
4122,COMPETITION POLICY INTERNATIONAL,1,79
4123,Complementary Therapies In Clinical Practice,1,140
4124,Complementary Therapies In Medicine,1,140
4125,Complementary Therapies In Nursing & Midwifery,1,516
4126,COMPLEX ANALYSIS AND OPERATOR THEORY,1,221
4127,COMPLEX VARIABLES AND ELLIPTIC EQUATIONS,1,221
4128,Complexity,1,108
4129,Compliance Engineering,1,484
4130,Composite Interfaces,1,10
4131,Composite Structures,1,168
4132,Composites,1,168
4133,Composites - Part A: Applied Science And Manufacturing,1,168
4134,Composites In Construction: A Reality,1,436
4135,Composites International,1,168
4136,Composites Part B:Engineering,1,168
4137,Composites Science And Technology,1,168
4138,Composites Technology,1,168
4139,Compositio Mathematica,1,337
4140,Compost Science And Utilization,1,172
4141,Compound Semiconductor,1,66
4142,Comprehensive Psychiatry,1,11
4143,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1,49
4144,Comprehensive Therapy,1,68
4145,Comptes Rendus - Biologies,1,345
4146,Comptes Rendus - Geoscience,1,61
4147,Comptes Rendus - Mecanique,1,187
4148,Comptes Rendus - Palevol,1,78
4149,Comptes Rendus Chimie,1,35
4150,COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES,1,221
4151,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II FASCICULE A-SCIENCES DE LA TERRE ET DES PLANETES,1,363
4152,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II FASCICULE B-MECANIQUE,1,147
4153,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II FASCICULE B-MECANIQUE PHYSIQUE CHIMIE ASTRONOMIE,1,147
4154,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE II FASCICULE C-CHIMIE,1,199
4155,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE III-SCIENCES DE LA VIE-LIFE SCIENCES,1,548
4156,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE I-MATHEMATIQUE,1,337
4157,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE IV PHYSIQUE ASTROPHYSIQUE,1,232
4158,COMPTES RENDUS DES SEANCES DE L ACADEMIE DES INSCRIPTIONS & BELLES-LETTRES,1,112
4159,Comptes Rendus Mathematique,1,14
4160,Comptes Rendus Physique,1,463
4161,COMPUT_STAND_INTER,1,489
4162,COMPUT_THEOR_POLYM_S,1,432
4163,COMPUTATIONAL AND APPLIED MATHEMATICS,1,392
4164,Computational And Experimental Methods,1,497
4165,COMPUTATIONAL AND MATHEMATICAL METHODS IN MEDICINE,1,228
4166,COMPUTATIONAL AND MATHEMATICAL ORGANIZATION THEORY,1,126
4167,Computational And Theoretical Polymer Science,1,432
4168,Computational Ballistics,1,256
4169,Computational Biology And Chemistry,1,146
4170,COMPUTATIONAL COMPLEXITY,1,291
4171,Computational Economics,1,79
4172,Computational Engineering,1,242
4173,Computational Geometry: Theory And Applications,1,474
4174,Computational Geosciences,1,351
4175,Computational Intelligence,1,160
4176,Computational Linguistics,1,498
4177,Computational Materials Science,1,13
4178,Computational Mathematics And Mathematical Physics,1,501
4179,Computational Mathematics And Modeling,1,501
4180,Computational Mechanics,1,256
4181,Computational Methods In Circuits And Systems Applications,1,66
4182,Computational Optimization And Applications,1,392
4183,Computational Statistics,1,94
4184,Computational Statistics And Data Analysis,1,94
4185,Computational Studies,1,128
4186,Computer,1,400
4187,Computer Aided Geometric Design,1,474
4188,Computer Aided Surgery,1,450
4189,Computer Animation And Virtual Worlds,1,474
4190,"Computer Animation, Conference Proceedings",1,474
4191,Computer Applications In Engineering Education,1,212
4192,Computer Applications In The Minerals Industries,1,216
4193,Computer Assisted Language Learning,1,169
4194,Computer Assisted Mechanics And Engineering Sciences,1,256
4195,Computer Bulletin (London),1,288
4196,Computer Communication Review,1,428
4197,Computer Communications,1,428
4198,Computer Fraud And Security,1,288
4199,Computer Graphics (Acm),1,188
4200,Computer Graphics Forum,1,188
4201,Computer Graphics World,1,474
4202,Computer Journal,1,458
4203,COMPUTER LANGUAGES,1,371
4204,COMPUTER LANGUAGES SYSTEMS & STRUCTURES,1,371
4205,Computer Law And Security Report,1,288
4206,Computer Methods And Programs In Biomedicine,1,3
4207,Computer Methods In Applied Mechanics And Engineering,1,256
4208,Computer Methods In Biomechanics And Biomedical Engineering,1,450
4209,Computer Music Journal,1,418
4210,Computer Networks,1,428
4211,Computer Physics Communications,1,179
4212,COMPUTER SCIENCE AND INFORMATION SYSTEMS,1,188
4213,Computer Speech And Language,1,186
4214,Computer Standards And Interfaces,1,3
4215,Computer Supported Cooperative Work: Cscw: An International Journal,1,430
4216,COMPUTER SUPPORTED COOPERATIVE WORK-THE JOURNAL OF COLLABORATIVE COMPUTING,1,430
4217,Computer Systems Science And Engineering,1,458
4218,Computer Vision And Image Understanding,1,317
4219,Computer-Aided Civil And Infrastructure Engineering,1,52
4220,Computer-Aided Design,1,474
4221,Computerized Medical Imaging And Graphics,1,229
4223,COMPUTERS AND ARTIFICIAL INTELLIGENCE,1,291
4224,COMPUTERS AND BIOMEDICAL RESEARCH,1,494
4225,Computers And Chemical Engineering,1,36
4226,Computers And Chemistry,1,415
4227,Computers And Composition,1,496
4228,COMPUTERS AND CONCRETE,1,129
4229,Computers And Education,1,444
4230,Computers And Electrical Engineering,1,308
4231,Computers And Electronics In Agriculture,1,172
4232,Computers And Fluids,1,70
4233,Computers And Geosciences,1,157
4234,Computers And Geotechnics,1,239
4235,Computers And Graphics (Pergamon),1,474
4236,Computers And Industrial Engineering,1,173
4237,Computers And Mathematics With Applications,1,501
4238,Computers And Operations Research,1,74
4239,Computers And Security,1,489
4240,Computers And Structures,1,256
4241,Computers And The Humanities,1,498
4242,Computers In Biology And Medicine,1,3
4243,Computers In Cardiology,1,450
4244,Computers In Education Journal,1,444
4245,Computers In Human Behavior,1,444
4246,Computers In Industry,1,430
4247,Computers In Nursing,1,138
4248,"Computers, Environment And Urban Systems",1,529
4249,Computing (Vienna/New York),1,351
4250,Computing And Control Engineering Journal,1,308
4251,Computing And Informatics,1,428
4252,Computing In Science And Engineering,1,371
4253,Comtec,1,489
4254,COMUNICACION Y SOCIEDAD,1,536
4255,COMUNICAR,1,145
4256,Concepts In Magnetic Resonance,1,452
4257,Concepts In Magnetic Resonance Part A: Bridging Education And Research,1,452
4258,Concepts In Magnetic Resonance Part B: Magnetic Resonance Engineering,1,452
4259,Concrete (London),1,436
4260,Concrete Construction - World Of Concrete,1,436
4261,Concrete Engineering International,1,436
4262,Concrete Producer,1,436
4263,Concurrency Computation Practice And Experience,1,371
4264,CONCURRENCY-PRACTICE AND EXPERIENCE,1,371
4265,Concurrent Engineering Research And Applications,1,430
4266,Concurrent Systems Engineering Series,1,306
4267,Condensed Matter Physics,1,13
4268,Condor,1,461
4269,Conference Digest - IEEE International Semiconductor Laser Conference,1,517
4270,Conference Digest Of The 2004 Joint 29th International Conference On Infrared And Millimeter Waves And 12th International Conference On Terahertz Electronics,1,232
4271,"Conference On Aviation, Range, And Aerospace Meteorology",1,404
4273,Conference On Human Factors In Computing Systems - Proceedings,1,430
4274,Conference On Lasers And Electro-Optics Europe - Technical Digest,1,517
4275,Conference On Local Computer Networks,1,428
4276,"Conference On Optical Fiber Communication, Technical Digest Series",1,517
4277,Conference On Quantum Electronics And Laser Science (Qels) - Technical Digest Series,1,46
4278,Conference On Robotics And Remote Systems- Proceedings,1,193
4279,Conference On Satellite Meteorology And Oceanography,1,404
4280,Conference On Software Maintenance,1,458
4281,"Conference Proceeding - IEEE International Conference On Networking, Sensing And Control",1,526
4282,"Conference Proceedings - 1st European Radar Conference, Eurad",1,65
4283,"Conference Proceedings - 2nd Annual IEEE Northeast Workshop On Circuits And Systems, Newcas 2004",1,66
4284,"Conference Proceedings - 7th European Conference On Wireless Technology, Ecwt2004",1,385
4286,Conference Proceedings - IEEE Applied Power Electronics Conference And Exposition - Apec,1,455
4287,Conference Proceedings - IEEE Southeastcon,1,3
4288,"Conference Proceedings - International Conference On Actual Problems Of Electron Devices Engineering, Apede' 2004",1,253
4289,Conference Proceedings - International Conference On Indium Phosphide And Related Materials,1,517
4290,Conference Proceedings - Ipemc 2004: 4th International Power Electronics And Motion Control Conference,1,455
4291,Conference Proceedings - Joint 2002 Csce/Asce International Conference On Environmental Engineering - An International Perspective On Environmental Engineering,1,342
4292,Conference Proceedings - Lasers And Electro-Optics Society Annual Meeting-Leos,1,517
4293,Conference Proceedings- European Microwave Conference,1,385
4294,Conference Proceedings From The International Symposium For Testing And Failure Analysis,1,223
4295,Conference Proceedings Of The Annual Acm Symposium On Theory Of Computing,1,291
4296,Conference Proceedings Of The Euromicro,1,356
4297,"Conference Proceedings Of The IEEE International Performance, Computing, And Communications Conference",1,159
4298,"Conference Record - Asilomar Conference On Signals, Systems And Computers",1,5
4299,Conference Record - Ias Annual Meeting (IEEE Industry Applications Society),1,455
4300,Conference Record - IEEE Instrumentation And Measurement Technology Conference,1,240
4301,Conference Record - Industrial And Commercial Power Systems Technical Conference,1,308
4302,Conference Record / IEEE Global Telecommunications Conference,1,5
4303,Conference Record Of IEEE International Symposium On Electrical Insulation,1,253
4304,Conference Record Of The Annual Acm Symposium On Principles Of Programming Languages,1,371
4305,Conference Record Of The IEEE Photovoltaic Specialists Conference,1,416
4306,Conference Record Of The International Power Modulator Symposium And High Voltage Workshop,1,232
4307,CONFIGURATIONS,1,182
4308,Confinia Cephalalgica,1,485
4309,Conflict Management And Peace Science,1,267
4310,Conflict Resolution Quarterly,1,181
4311,CONFLUENCIA,1,230
4312,Congenital Anomalies,1,204
4313,Congestive Heart Failure,1,479
4314,"Congress On Computing In Civil Engineering, Proceedings",1,123
4315,CONNAISSANCE DES ARTS,1,268
4316,CONNAISSANCE_ARTS,1,467
4317,Connecticut Medicine,1,190
4318,Connection Science,1,477
4319,Connective Tissue,1,16
4320,Connective Tissue Research,1,194
4321,Connector Specifier,1,439
4322,CONRADIANA,1,209
4323,Consciousness And Cognition,1,144
4324,Conservation Biology,1,113
4325,Conservation Ecology,1,113
4326,Conservation Genetics,1,423
4327,CONSERVATION LETTERS,1,113
4328,Conservation Science Western Australia,1,545
4329,Constraints,1,160
4330,Construction And Building Materials,1,436
4331,Construction And Materials Issues 2001,1,436
4332,Construction Management And Economics,1,123
4333,Construction Research Congress 2005: Broadening Perspectives - Proceedings Of The Congress,1,123
4334,Construction Specifier,1,436
4335,Constructive Approximation,1,435
4336,CONSTRUCTIVIST FOUNDATIONS,1,290
4337,Consultant,1,485
4338,Consultant Pharmacist,1,174
4339,Consulting Psychology Journal,1,171
4340,Consumer Reports,1,117
4341,Contact Dermatitis,1,460
4342,Contact Lens And Anterior Eye,1,539
4343,Contact Mechanics - Friction: Modeling And Experiment,1,482
4344,CONTEMP_CHIN_THOUGHT,1,407
4345,CONTEMP_LITERATURE,1,420
4346,CONTEMP_SOCIOL,1,410
4347,CONTEMP_THEATRE_REV,1,410
4348,CONTEMPORANEA,1,488
4349,Contemporary Accounting Research,1,360
4350,CONTEMPORARY BRITISH HISTORY,1,488
4351,CONTEMPORARY BUDDHISM,1,391
4352,CONTEMPORARY CHINESE THOUGHT,1,383
4353,Contemporary Clinical Gynecology And Obstetrics,1,50
4354,Contemporary Clinical Trials,1,99
4355,Contemporary Economic Policy,1,95
4356,Contemporary Educational Psychology,1,418
4357,CONTEMPORARY EUROPEAN HISTORY,1,379
4358,Contemporary Family Therapy,1,408
4359,CONTEMPORARY FRENCH AND FRANCOPHONE STUDIES,1,214
4360,Contemporary Hypnosis,1,425
4361,CONTEMPORARY LITERATURE,1,209
4362,Contemporary Longterm Care,1,453
4363,CONTEMPORARY MUSIC REVIEW,1,215
4364,Contemporary Nurse : A Journal For The Australian Nursing Profession,1,138
4365,Contemporary Ob-Gyn,1,490
4366,Contemporary Pacific,1,511
4367,Contemporary Physics,1,176
4368,CONTEMPORARY POLITICAL THEORY,1,511
4369,CONTEMPORARY PROBLEMS OF ECOLOGY,1,548
4370,Contemporary Psychoanalysis,1,71
4371,CONTEMPORARY PSYCHOLOGY,1,124
4372,Contemporary Psychology-Apa Review Of Books,1,124
4373,CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS,1,283
4374,Contemporary South Asia,1,383
4375,Contemporary Studies In Economic And Financial Analysis,1,43
4376,CONTEMPORARY THEATRE REVIEW,1,407
4377,Contemporary Topics In Laboratory Animal Science,1,503
4378,CONTEMPORARY WOMENS WRITING,1,230
4379,CONTINENTAL PHILOSOPHY REVIEW,1,334
4380,Continental Shelf Research,1,72
4381,"Continuing Education In Anaesthesia, Critical Care And Pain",1,7
4382,Continuity And Change,1,407
4383,Continuum Mechanics And Thermodynamics,1,108
4384,CONTINUUM-JOURNAL OF MEDIA & CULTURAL STUDIES,1,183
4385,Contraception,1,422
4386,CONTRAST MEDIA & MOLECULAR IMAGING,1,184
4387,CONTRIBUTIONS OF THE ASTRONOMICAL OBSERVATORY SKALNATE PLESO,1,103
4388,Contributions To Economic Analysis And Policy,1,411
4389,Contributions To Economics,1,95
4390,Contributions To Geophysics And Geodesy,1,61
4391,Contributions To Indian Sociology,1,407
4392,Contributions To Microbiology,1,402
4393,Contributions To Mineralogy And Petrology,1,413
4394,Contributions To Nephrology,1,25
4395,Contributions To Plasma Physics,1,232
4396,Contributions To Zoology,1,78
4397,"Control (Chicago, Ill)",1,433
4398,Control And Cybernetics,1,392
4399,CONTROL AND INSTRUMENTATION,1,332
4400,Control And Intelligent Systems,1,433
4401,Control Engineering,1,526
4402,CONTROL ENGINEERING AND APPLIED INFORMATICS,1,96
4403,Control Engineering Practice,1,433
4404,Control Solutions,1,316
4405,"Control Systems, Preprints, Conference",1,480
4406,Controle And Automacao,1,96
4407,Controlled Clinical Trials,1,99
4408,"Contruction Research Congress, Winds Of Change: Integration And Innovation In Construction, Proceedings Of The Congress",1,123
4409,Converter,1,440
4410,Converting Magazine,1,440
4411,CONVIVIUM,1,407
4412,COOPERATION AND CONFLICT,1,267
4413,Coordination Chemistry Reviews,1,35
4414,Copd: Journal Of Chronic Obstructive Pulmonary Disease,1,303
4415,Copeia,1,423
4416,Coral Reefs,1,30
4417,Cornea,1,41
4418,CORNELL HOSPITALITY QUARTERLY,1,536
4419,Cornell Hotel And Restaurant Administration Quarterly,1,527
4420,Cornell International Law Journal,1,543
4421,Cornell Law Review,1,27
4422,Coronary Artery Disease,1,2
4423,Coronary Health Care,1,472
4424,Corporate Communications,1,145
4425,Corporate Environmental Strategy,1,434
4426,Corporate Governance,1,360
4427,Corporate Social Responsibility And Environmental Management,1,403
4428,CORPUS LINGUISTICS AND LINGUISTIC THEORY,1,222
4429,CORRESPONDANCES EN METABOLISMES HORMONES DIABETES ET NUTRITION,1,532
4430,Corrosion,1,132
4431,Corrosion And Protection,1,132
4432,Corrosion Engineering Science And Technology,1,132
4433,Corrosion Prevention And Control,1,132
4434,Corrosion Reviews,1,132
4435,Corrosion Science,1,132
4436,Corrosion Science And Protection Technology,1,132
4437,Cortex,1,40
4438,Cosmetic Dermatology,1,460
4439,Cosmic Research,1,322
4440,Cossma,1,460
4441,"Cost - Affordable Titanium, Symposium, Dedicated To Professor Harvey Flower",1,396
4442,"Cost Engineering (Morgantown, West Virginia)",1,123
4443,Counseling Psychologist,1,265
4444,Counselling Psychology Quarterly,1,71
4445,Cpd Anaesthesia,1,7
4446,Cpd Bulletin Cellular Pathology,1,130
4447,Cpd Bulletin Clinical Biochemistry,1,82
4448,Cpd Infection,1,190
4449,Cpem Digest (Conference On Precision Electromagnetic Measurements),1,240
4450,CR_ACAD_INSCR_BELLE,1,112
4451,CR_ACAD_SCI_II_A,1,157
4452,CR_ACAD_SCI_II_B-MEC,1,187
4453,CR_ACAD_SCI_II_C,1,18
4454,CR_ACAD_SCI_III-VIE,1,218
4455,CR_ACAD_SCI_I-MATH,1,14
4456,CR_ACAD_SCI_IV-PHYS,1,176
4457,CR_BIOL,1,345
4458,CR_CHIM,1,35
4459,CR_GEOSCI,1,61
4460,CR_MECANIQUE,1,187
4461,CR_PALEVOL,1,78
4462,CR_PHYS,1,353
4463,Cranio,1,191
4464,Creative Nursing,1,211
4465,Creativity And Cognition Proceedings 2005,1,430
4466,Creativity Research Journal,1,171
4467,"Creep Deformation And Fracture, Design, And Life Extension - Proceedings Of A Symposium Sponsored By Materials Science And Technology 2005, Ms And T'05",1,518
4468,Cretaceous Research,1,426
4469,Crime And Delinquency,1,327
4470,CRIME AND JUSTICE-A REVIEW OF RESEARCH,1,327
4471,CRIME MEDIA CULTURE,1,408
4472,"Crime, Law And Social Change",1,408
4473,Criminal Behaviour And Mental Health,1,328
4474,Criminal Justice And Behavior,1,327
4475,Criminal Law Review,1,408
4476,Criminology,1,327
4477,CRIMINOLOGY & CRIMINAL JUSTICE,1,327
4478,Crisis,1,408
4479,CRISIS INTERVENTION AND TIME-LIMITED TREATMENT,1,289
4480,CRIT_INQUIRY,1,420
4481,CRIT_QUART,1,348
4482,CRITICA,1,122
4483,CRITICA D ARTE,1,268
4484,CRITICA HISPANICA,1,380
4485,CRITICA LETTERARIA,1,541
4486,CRITICA_ARTE,1,268
4487,CRITICA_HISPANICA,1,230
4488,CRITICA_LETT,1,541
4489,Critical Asian Studies,1,492
4490,Critical Care,1,139
4491,Critical Care And Shock,1,139
4492,Critical Care Clinics,1,139
4493,Critical Care Medicine,1,139
4494,Critical Care Nurse,1,67
4495,Critical Care Nursing Clinics Of North America,1,479
4496,Critical Care Nursing Quarterly,1,405
4497,CRITICAL INQUIRY,1,209
4498,Critical Pathways In Cardiology,1,2
4499,Critical Perspectives On Accounting,1,403
4500,Critical Public Health,1,469
4501,CRITICAL QUARTERLY,1,209
4502,Critical Review,1,513
4503,Critical Reviews In Analytical Chemistry,1,161
4504,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,1,345
4505,Critical Reviews In Biomedical Engineering,1,178
4506,CRITICAL REVIEWS IN BIOTECHNOLOGY,1,304
4507,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,1,241
4508,Critical Reviews In Computed Tomography,1,28
4510,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1,342
4511,Critical Reviews In Eukaryotic Gene Expression,1,285
4512,Critical Reviews In Food Science And Nutrition,1,49
4513,Critical Reviews In Immunology,1,9
4514,Critical Reviews In Microbiology,1,29
4515,Critical Reviews In Neurobiology,1,6
4516,CRITICAL REVIEWS IN ONCOGENESIS,1,345
4517,Critical Reviews In Oncology/Hematology,1,12
4518,Critical Reviews In Oral Biology And Medicine,1,203
4519,Critical Reviews In Plant Sciences,1,21
4520,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,1,263
4521,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,1,37
4522,Critical Reviews In Toxicology,1,33
4523,Critical Social Policy,1,403
4524,Critical Sociology,1,410
4525,Critical Studies In Media Communication,1,410
4526,CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA,1,122
4527,CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS,1,209
4528,CRITIQUE,1,467
4529,Critique Of Anthropology,1,250
4530,CRITIQUE-ST_CONTEMP,1,420
4531,CRITIQUE-STUDIES IN CONTEMPORARY FICTION,1,209
4532,CR-NEW_CENTEN_REV,1,410
4533,CROATIAN JOURNAL OF FOREST ENGINEERING,1,545
4534,CROATIAN JOURNAL OF PHILOSOPHY,1,122
4535,Croatian Medical Journal,1,354
4536,Croatica Chemica Acta,1,326
4537,CROP & PASTURE SCIENCE,1,294
4538,CROP BREEDING AND APPLIED BIOTECHNOLOGY,1,294
4539,Crop Protection,1,131
4540,Crop Science,1,294
4541,CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,1,171
4542,Cross-Cultural Research,1,403
4543,Crosstalk,1,56
4544,Crustaceana,1,548
4545,Cryobiology,1,499
4546,Cryogenics,1,483
4547,Cryo-Letters,1,499
4548,CRYOSPHERE,1,493
4549,"Cryptogamie, Algologie",1,419
4550,"Cryptogamie, Bryologie",1,419
4551,"Cryptogamie, Mycologie",1,419
4552,CRYPTOLOGIA,1,306
4553,Crystal Engineering,1,500
4554,Crystal Growth And Design,1,500
4555,Crystal Research And Technology,1,38
4556,Crystallography Reports,1,500
4557,CRYSTALLOGRAPHY REVIEWS,1,500
4558,Crystengcomm,1,500
4559,Cscwd 2004 - 8th International Conference On Computer Supported Cooperative Work In Design - Proceedings,1,430
4560,CT&F-CIENCIA TECNOLOGIA Y FUTURO,1,141
4561,CTS-CLINICAL AND TRANSLATIONAL SCIENCE,1,479
4562,CUADERNOS DE DESARROLLO RURAL,1,527
4563,CUADERNOS DE ECONOMIA Y DIRECCION DE LA EMPRESA,1,126
4564,Cuadernos De Medicina Reproductiva,1,251
4565,CUADERNOS HISPANOAMERICANOS,1,380
4566,CUADERNOS_HISPANOAM,1,230
4567,CUAJ-CANADIAN UROLOGICAL ASSOCIATION JOURNAL,1,8
4568,Cuban Journal Of Agricultural Science,1,107
4569,CULT_CRIT,1,410
4570,CULTURA Y EDUCACION,1,418
4571,CULTURA-INTERNATIONAL JOURNAL OF PHILOSOPHY OF CULTURE AND AXIOLOGY,1,145
4572,CULTURAL & SOCIAL HISTORY,1,209
4573,Cultural Anthropology,1,250
4574,CULTURAL CRITIQUE,1,410
4575,Cultural Diversity And Ethnic Minority Psychology,1,265
4576,Cultural Geographies,1,198
4577,CULTURAL SOCIOLOGY,1,283
4578,Cultural Studies,1,183
4579,Culture And Psychology,1,498
4580,"Culture, Health & Sexuality",1,403
4581,"Culture, Medicine And Psychiatry",1,403
4582,Curationis,1,138
4583,Curr Heart Fail Rep,1,319
4584,Curr Hiv/Aids Rep,1,91
4585,CURR_OPIN_DRUG_DISC,1,54
4586,CURRENT ALLERGY & CLINICAL IMMUNOLOGY,1,554
4587,Current Allergy And Asthma Reports,1,22
4588,Current Alzheimer Research,1,445
4589,Current Anaesthesia And Critical Care,1,7
4590,CURRENT ANALYTICAL CHEMISTRY,1,389
4591,Current Anthropology,1,468
4592,Current Applied Physics,1,310
4593,Current Atherosclerosis Reports,1,300
4594,CURRENT BIOINFORMATICS,1,523
4595,Current Biology,1,31
4596,Current Cancer Drug Targets,1,1
4597,Current Cardiology Reports,1,2
4598,CURRENT COMPUTER-AIDED DRUG DESIGN,1,326
4599,Current Controlled Trials In Cardiovascular Medicine,1,2
4600,Current Diabetes Reports,1,39
4601,Current Diagnostic Pathology,1,130
4602,Current Directions In Autoimmunity,1,9
4603,Current Directions In Psychological Science,1,418
4604,Current Drug Delivery,1,37
4605,Current Drug Discovery,1,106
4606,Current Drug Discovery Technologies,1,54
4607,Current Drug Metabolism,1,402
4608,Current Drug Targets,1,441
4609,Current Drug Targets - Cardiovascular And Haematological Disorders,1,2
4610,Current Drug Targets - Infectious Disorders,1,20
4611,Current Drug Targets: Cns And Neurological Disorders,1,445
4612,"Current Drug Targets: Immune, Endocrine And Metabolic Disorders",1,20
4613,Current Drug Targets: Inflammation And Allergy,1,303
4614,Current Eye Research,1,366
4615,Current Gastroenterology Reports,1,32
4616,Current Gene Therapy,1,394
4617,Current Genetics,1,449
4618,Current Genomics,1,127
4619,Current Hematology Reports,1,19
4620,Current History,1,511
4621,Current Hiv Research,1,20
4622,Current Hypertension Reports,1,80
4623,Current Infectious Disease Reports,1,91
4624,Current Issues In Education,1,134
4625,CURRENT ISSUES IN MOLECULAR BIOLOGY,1,84
4626,Current Issues In Tourism,1,527
4627,CURRENT MEDICAL IMAGING REVIEWS,1,184
4628,Current Medical Research And Opinion,1,422
4629,"Current Medical Research And Opinion, Supplement",1,39
4630,Current Medicinal Chemistry,1,54
4631,Current Medicinal Chemistry - Anti-Cancer Agents,1,1
4632,Current Medicinal Chemistry - Central Nervous System Agents,1,6
4633,Current Medicinal Chemistry: Cardiovascular And Hematological Agents,1,2
4634,"Current Medicinal Chemistry: Immunology, Endocrine And Metabolic Agents",1,441
4635,Current Microbiology,1,29
4636,Current Molecular Medicine,1,402
4637,CURRENT NANOSCIENCE,1,37
4638,Current Neurology And Neuroscience Reports,1,63
4639,Current Neuropharmacology,1,6
4640,Current Neurovascular Research,1,6
4641,Current Obstetrics And Gynaecology,1,50
4642,Current Oncology,1,12
4643,Current Oncology Reports,1,12
4644,Current Opinion In Allergy And Clinical Immunology,1,22
4645,Current Opinion In Anaesthesiology,1,7
4646,Current Opinion In Biotechnology,1,274
4647,Current Opinion In Cardiology,1,2
4648,Current Opinion In Cell Biology,1,48
4649,Current Opinion In Chemical Biology,1,54
4650,Current Opinion In Clinical Nutrition And Metabolic Care,1,405
4651,Current Opinion In Colloid And Interface Science,1,365
4652,Current Opinion In Critical Care,1,139
4653,Current Opinion In Drug Discovery & Development,1,54
4654,Current Opinion In Endocrinology And Diabetes,1,82
4655,CURRENT OPINION IN ENDOCRINOLOGY DIABETES AND OBESITY,1,530
4656,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,1,293
4657,Current Opinion In Gastroenterology,1,384
4658,Current Opinion In Genetics & Development,1,31
4659,Current Opinion In Hematology,1,19
4660,Current Opinion In Immunology,1,9
4661,Current Opinion In Infectious Diseases,1,190
4662,Current Opinion In Investigational Drugs,1,422
4663,Current Opinion In Lipidology,1,300
4664,Current Opinion In Microbiology,1,29
4665,Current Opinion In Molecular Therapeutics,1,394
4666,Current Opinion In Nephrology And Hypertension,1,25
4667,Current Opinion In Neurobiology,1,215
4668,Current Opinion In Neurology,1,445
4669,Current Opinion In Obstetrics & Gynecology,1,45
4670,Current Opinion In Oncology,1,12
4671,Current Opinion In Ophthalmology,1,41
4672,Current Opinion In Organ Transplantation,1,101
4673,Current Opinion In Orthopaedics,1,62
4674,Current Opinion In Otolaryngology & Head And Neck Surgery,1,110
4675,Current Opinion In Pediatrics,1,490
4676,Current Opinion In Pharmacology,1,26
4677,Current Opinion In Plant Biology,1,21
4678,Current Opinion In Psychiatry,1,425
4679,Current Opinion In Pulmonary Medicine,1,51
4680,Current Opinion In Rheumatology,1,16
4681,Current Opinion In Solid State And Materials Science,1,406
4682,Current Opinion In Structural Biology,1,4
4683,Current Opinion In Urology,1,8
4684,Current Organic Chemistry,1,18
4685,CURRENT ORGANIC SYNTHESIS,1,18
4686,Current Orthopaedics,1,62
4687,Current Paediatrics,1,76
4688,Current Pain And Headache Reports,1,485
4689,CURRENT PERSPECTIVES IN SOCIAL THEORY,1,283
4690,CURRENT PHARMACEUTICAL ANALYSIS,1,519
4691,Current Pharmaceutical Biotechnology,1,84
4692,Current Pharmaceutical Design,1,54
4693,Current Pharmacogenomics,1,402
4694,Current Problems In Cancer,1,8
4695,CURRENT PROBLEMS IN CARDIOLOGY,1,2
4696,Current Problems In Dermatology,1,24
4697,Current Problems In Diagnostic Radiology,1,28
4698,Current Problems In Pediatric And Adolescent Health Care,1,469
4699,Current Problems In Surgery,1,89
4700,Current Protein And Peptide Science,1,4
4701,Current Proteomics,1,233
4702,Current Psychiatry Reports,1,11
4703,Current Psychology,1,329
4704,Current Research In Social Psychology,1,124
4705,Current Rheumatology Reports,1,16
4706,Current Science,1,338
4707,CURRENT SIGNAL TRANSDUCTION THERAPY,1,9
4708,Current Sociology,1,246
4709,Current Sports Medicine Reports,1,73
4710,Current Surgery,1,89
4711,Current Therapeutic Research - Clinical And Experimental,1,80
4712,Current Therapeutics,1,11
4713,CURRENT TOPICS IN CELLULAR REGULATION,1,320
4714,Current Topics In Developmental Biology,1,31
